# index, _pos
656,"array([-2.23689167, -9.87974052])"
657,"array([ -2.44732782, -10.02682257])"
658,"array([-2.53355842, -8.79208258])"
659,"array([ -2.4273537 , -10.17819826])"
660,"array([-2.37838681, -9.27113344])"
661,"array([-2.4599629 , -9.83960792])"
662,"array([-2.31977665, -9.71509915])"
663,"array([-2.54019128, -9.16935142])"
664,"array([-1.35326939, -8.83915877])"
665,"array([-1.23563096, -8.29168715])"
666,"array([-1.53297478, -8.40284614])"
667,"array([-2.84986503, -9.06696563])"
668,"array([-3.23049578, -9.25954454])"
669,"array([-2.67198149, -8.37596758])"
670,"array([-2.57940543, -8.04483008])"
671,"array([-2.14176435, -7.84863536])"
672,"array([-2.42450791, -8.68263088])"
673,"array([-2.22021487, -9.83362569])"
674,"array([-2.97270913, -9.59470688])"
675,"array([-2.88107728, -8.66674104])"
676,"array([-2.8637657 , -9.60461135])"
677,"array([-1.05319406, -9.81651372])"
678,"array([ -0.30323637, -10.33736286])"
679,"array([-2.01586752, -8.63437645])"
680,"array([-2.28107027, -8.70093818])"
681,"array([-2.99752278, -9.82862846])"
682,"array([-2.51022493, -9.11982111])"
683,"array([-2.99656169, -8.89901005])"
684,"array([-2.19703621, -8.47013273])"
685,"array([-2.43372694, -9.68313696])"
686,"array([-2.83315399, -9.30672263])"
687,"array([-1.26220803, -8.8265045 ])"
688,"array([-1.62621269, -8.8644311 ])"
689,"array([-1.67020328, -9.02188681])"
690,"array([-1.62754468, -8.9089117 ])"
691,"array([-2.59730181, -9.17619662])"
692,"array([-3.38827155, -9.23508848])"
693,"array([-3.15673715, -9.25051446])"
694,"array([-3.53696195, -9.76020299])"
695,"array([-2.94678806, -9.37460387])"
696,"array([-3.10936436, -9.39161668])"
697,"array([-3.42888192, -9.26836633])"
698,"array([-3.33969928, -9.0345188 ])"
699,"array([-1.80709611, -9.22776344])"
700,"array([-1.56966308, -9.35398267])"
701,"array([-1.5750761 , -8.32676071])"
702,"array([-1.94705084, -7.96325533])"
703,"array([-2.4165081, -8.8487271])"
704,"array([-2.38218368, -8.73352802])"
705,"array([-2.39449573, -8.4697594 ])"
706,"array([-3.13449528, -8.92161721])"
707,"array([-2.70127995, -8.76629301])"
708,"array([-2.83689108, -9.6914648 ])"
709,"array([-2.28407489, -8.49208675])"
710,"array([-3.13984368, -8.48238502])"
711,"array([-3.11727221, -9.13031312])"
712,"array([-3.16174002, -9.28437505])"
713,"array([-2.6080346 , -9.23743381])"
714,"array([-2.12215293, -9.45949339])"
715,"array([-2.89551854, -9.05588072])"
716,"array([-2.99870272, -9.42975688])"
717,"array([-3.55196034, -9.95289153])"
718,"array([-2.65044324, -9.12580489])"
719,"array([-2.30959047, -8.77799192])"
720,"array([-2.31568707, -9.1714716 ])"
721,"array([-2.14079252, -9.94555192])"
722,"array([-2.2166002 , -8.91851104])"
723,"array([-2.22329111, -9.47113396])"
724,"array([-2.71799791, -8.84263826])"
725,"array([-2.64936782, -9.31328368])"
726,"array([-3.37592789, -9.8230312 ])"
727,"array([-2.85689873, -8.91544942])"
728,"array([-4.0774752, -9.2068931])"
729,"array([-2.61904576, -9.26807584])"
730,"array([-2.61551877, -8.78848275])"
731,"array([-3.8831557 , -9.82157218])"
732,"array([-3.06190371, -8.9955408 ])"
733,"array([-2.31273104, -9.61181974])"
734,"array([-0.81485733, -9.37328425])"
735,"array([-2.47607205, -8.72519986])"
736,"array([-3.04003727, -9.42469058])"
737,"array([-3.16235281, -9.05245943])"
738,"array([-1.86382509, -9.1143011 ])"
739,"array([-1.40313889, -9.21659965])"
740,"array([-2.51492898, -8.87631731])"
741,"array([-2.47525153, -8.96636321])"
742,"array([-3.19620076, -8.93616324])"
743,"array([-2.70126566, -8.39943254])"
744,"array([-1.2689156 , -8.64950936])"
745,"array([-1.6880735 , -8.86813071])"
746,"array([-1.6916813, -8.6300697])"
747,"array([-2.06985611, -8.79537388])"
748,"array([-1.79394301, -9.18827541])"
749,"array([-1.44551269, -9.31516933])"
750,"array([-0.49736445, -9.93347241])"
751,"array([-1.62670242, -9.2261431 ])"
752,"array([-3.03412042, -8.74767234])"
753,"array([-1.79322293, -8.50661433])"
754,"array([-2.96314305, -9.80840821])"
755,"array([-2.74225906, -9.58662752])"
756,"array([-3.05269834, -9.28657825])"
757,"array([-3.08515099, -8.5271841 ])"
758,"array([-2.21740507, -9.71934555])"
759,"array([-3.12364501, -9.60360632])"
760,"array([-2.72886015, -9.55233215])"
761,"array([-2.90327147, -9.72107254])"
762,"array([-2.88946049, -9.45689814])"
763,"array([-1.44522044, -8.53783519])"
764,"array([-2.52688555, -9.43697065])"
765,"array([-0.74182788, -8.73682125])"
766,"array([-1.19514877, -9.40282934])"
767,"array([-0.7356348 , -9.29794681])"
768,"array([-1.0015122 , -9.05636089])"
769,"array([-3.20253464, -9.50377126])"
770,"array([-1.749705  , -9.25855442])"
771,"array([-2.36974302, -9.35465847])"
772,"array([-2.78319405, -9.43746193])"
773,"array([-1.67724373, -9.3395445 ])"
774,"array([-2.91229995, -9.34785885])"
775,"array([ -2.59575316, -10.13033671])"
776,"array([-2.3648871 , -8.22205642])"
777,"array([-2.50445238, -9.30329776])"
778,"array([-3.58337073, -8.18779903])"
779,"array([ -2.73908308, -10.16597406])"
780,"array([-3.82646265, -8.39693233])"
781,"array([-2.50875645, -9.79035648])"
782,"array([-2.29709188, -8.03796418])"
783,"array([-2.50190361, -8.11721564])"
784,"array([-2.80566684, -8.66743635])"
785,"array([-1.30761408, -9.51183011])"
786,"array([-1.78768207, -9.15065876])"
787,"array([-2.10392299, -8.20651563])"
788,"array([-2.61847808, -8.94625613])"
789,"array([-2.86599261, -9.56938782])"
790,"array([-2.66377813, -9.6378414 ])"
791,"array([-1.41179781, -8.89410644])"
792,"array([-1.76484767, -8.62006319])"
793,"array([ -3.09746649, -10.17260601])"
794,"array([-3.00119428, -9.48233308])"
795,"array([-1.2519931 , -9.38734914])"
796,"array([-1.61128242, -9.33500312])"
797,"array([-2.82489305, -8.8280951 ])"
798,"array([-2.79638259, -9.74310143])"
799,"array([-2.80241106, -9.29515465])"
800,"array([-2.66928922, -8.94378531])"
801,"array([-3.0260438 , -9.87092697])"
802,"array([-2.65889765, -8.68041567])"
803,"array([  0.16966955, -10.3768477 ])"
804,"array([-1.5805226 , -9.04906728])"
805,"array([-1.66058952, -9.19342476])"
806,"array([-2.17473409, -8.70932089])"
807,"array([-2.15109551, -8.92798267])"
808,"array([-3.10784761, -8.34881107])"
809,"array([-2.36478764, -8.33814261])"
810,"array([-3.31599822, -7.73722155])"
811,"array([ -3.06056267, -11.60162734])"
812,"array([ -2.81152965, -10.73303062])"
813,"array([-3.53532725, -9.39590715])"
814,"array([-2.01168252, -8.54663652])"
815,"array([-2.70697593, -9.44323736])"
816,"array([-2.99851575, -8.80255966])"
817,"array([-2.09300098, -8.81333903])"
818,"array([-1.94786106, -8.98068468])"
819,"array([-2.85960586, -9.88791603])"
820,"array([-2.69542576, -9.8663491 ])"
821,"array([-3.45899776, -9.00795888])"
822,"array([-1.27735417, -8.07393184])"
823,"array([-2.09346921, -8.76672582])"
824,"array([-2.8168597 , -8.42989998])"
825,"array([-3.26854741, -8.47143871])"
826,"array([-2.11708213, -8.93360016])"
827,"array([-2.78400752, -8.53217376])"
828,"array([-3.40951096, -9.05094034])"
829,"array([-3.10502838, -8.88744536])"
830,"array([-2.65431261, -8.80165078])"
831,"array([-3.51524039, -8.76805805])"
832,"array([-2.16061016, -8.96068726])"
833,"array([-2.85018678, -8.35350687])"
834,"array([-3.27000894, -7.71294021])"
835,"array([-3.37542654, -8.04477106])"
836,"array([-3.22380877, -8.10276316])"
837,"array([-3.24955427, -8.89591674])"
838,"array([-3.46626181, -8.68605155])"
839,"array([-2.56958085, -8.36809874])"
840,"array([-2.74782141, -8.97078792])"
841,"array([-3.02989265, -8.98650466])"
842,"array([-1.32325049, -8.61993336])"
843,"array([-3.46249081, -8.92206444])"
844,"array([ -2.94395973, -11.45791242])"
845,"array([ -2.84991121, -11.10132677])"
846,"array([-3.69277574, -9.04304616])"
847,"array([-2.51928402, -9.87251272])"
848,"array([-2.50819431, -8.80005596])"
849,"array([-3.85127185, -7.56581901])"
850,"array([-3.28512656, -8.54510704])"
851,"array([-2.93147939, -8.50485662])"
852,"array([-2.7594167 , -8.70594238])"
853,"array([-3.41428361, -9.08687647])"
854,"array([-2.28234882, -8.36405785])"
855,"array([-3.77492898, -8.7926591 ])"
856,"array([-2.96498647, -8.82236109])"
857,"array([ -2.99347173, -11.27656153])"
858,"array([-2.59492437, -9.45923548])"
859,"array([-2.4022983, -8.3765428])"
860,"array([-2.74043259, -8.56854502])"
861,"array([-2.79454307, -9.01863208])"
862,"array([-3.53540318, -8.79109927])"
863,"array([-2.86222454, -9.1440503 ])"
864,"array([-3.08593128, -9.62093639])"
865,"array([-3.85051458, -8.34685721])"
866,"array([-2.73063573, -7.66377886])"
867,"array([-2.35992223, -7.89320589])"
868,"array([-2.89542096, -9.25890268])"
869,"array([-2.79890664, -9.3739981 ])"
870,"array([-3.22561039, -9.77788596])"
871,"array([-2.66095148, -8.82839611])"
872,"array([-2.92565546, -8.71184491])"
873,"array([-2.30305341, -9.23686268])"
874,"array([-2.88003679, -9.53384401])"
875,"array([-2.86688422, -9.42695668])"
876,"array([ -2.71340839, -10.91877999])"
877,"array([-2.31355999, -8.81033818])"
878,"array([-2.68420652, -8.65933729])"
879,"array([-2.60918136, -8.96925918])"
880,"array([-3.26005591, -8.6826494 ])"
881,"array([-2.75441819, -9.24164502])"
882,"array([-2.70144448, -8.53125952])"
883,"array([-3.27490226, -8.50557727])"
884,"array([-2.6743892 , -8.50086468])"
885,"array([-2.86148575, -8.55601501])"
886,"array([-3.4174083 , -8.44359271])"
887,"array([-3.19616334, -8.40548659])"
888,"array([-2.15858129, -8.24053062])"
889,"array([-1.6348812 , -8.53757757])"
890,"array([-2.69272821, -8.99395032])"
891,"array([-2.39858473, -8.10282521])"
892,"array([-2.69796939, -8.11515303])"
893,"array([ -3.14881237, -10.52249145])"
894,"array([-2.80502734, -8.33061015])"
895,"array([-3.256903  , -8.41886464])"
896,"array([-2.62931897, -9.17104157])"
897,"array([-2.94474629, -8.4733663 ])"
898,"array([-3.18499077, -8.78204299])"
899,"array([-2.7690152 , -8.33983399])"
900,"array([-3.13255548, -8.77879782])"
901,"array([-2.37769853, -8.7011651 ])"
902,"array([-1.43473401, -8.91487666])"
903,"array([-2.83107959, -9.73658865])"
904,"array([-3.59500358, -9.76840087])"
905,"array([-1.94272424, -8.14179332])"
906,"array([-1.8115603 , -8.79711475])"
907,"array([-1.83649397, -8.92508986])"
908,"array([-1.386714 , -8.8152852])"
909,"array([-2.27509077, -8.86144398])"
910,"array([-0.87453417, -8.8863939 ])"
911,"array([-1.43428299, -9.88606651])"
912,"array([-2.52055774, -8.93556369])"
913,"array([-2.8548092 , -8.94037187])"
914,"array([-2.23577036, -9.42819589])"
915,"array([-1.54392533, -9.44769186])"
916,"array([-2.9255334 , -9.82843353])"
917,"array([-1.93043947, -8.67357908])"
918,"array([-2.02445491, -9.31422204])"
919,"array([-2.34428025, -8.71692432])"
920,"array([-2.19551566, -8.68069332])"
921,"array([-2.0637093 , -8.97895101])"
922,"array([-2.77623883, -9.8920945 ])"
923,"array([-2.71774729, -9.47907839])"
924,"array([-1.76364425, -8.4369494 ])"
925,"array([-2.32567189, -8.34180159])"
926,"array([-1.59943524, -8.4504337 ])"
927,"array([-2.37592518, -8.39780297])"
928,"array([-2.01450139, -7.76737918])"
929,"array([-1.72196428, -8.45120669])"
930,"array([-2.47082115, -8.4108624 ])"
931,"array([-3.12770975, -7.97298589])"
932,"array([-2.16999201, -8.29182734])"
933,"array([-1.64171629, -7.92565487])"
934,"array([-1.99247257, -8.04575804])"
935,"array([-2.94002107, -9.85885884])"
936,"array([-2.81508982, -9.82703642])"
937,"array([-2.95177912, -8.3447132 ])"
938,"array([-3.1207379 , -8.54140931])"
939,"array([-2.93695295, -7.84582738])"
940,"array([-2.76596702, -8.06758051])"
941,"array([-2.08185757, -9.14007406])"
942,"array([-3.04598005, -8.43421394])"
943,"array([-3.4820008 , -8.40988422])"
944,"array([-1.77617769, -9.3006002 ])"
945,"array([-2.7824253, -8.9545627])"
946,"array([-2.76566865, -8.47659213])"
947,"array([-1.79029862, -8.65254198])"
948,"array([-1.50016728, -9.46323777])"
949,"array([-2.50431846, -8.75295268])"
950,"array([-1.45157818, -8.12799817])"
951,"array([-2.72382878, -9.23553578])"
952,"array([-2.63049631, -9.50266885])"
953,"array([-2.92044365, -9.99452742])"
954,"array([-2.51766228, -8.31749049])"
955,"array([-2.31107192, -8.37487682])"
956,"array([-2.42997504, -8.17708009])"
957,"array([-1.62097283, -8.62859777])"
958,"array([-2.67068404, -8.88528039])"
959,"array([-2.57822167, -8.18768269])"
960,"array([-2.58270287, -9.25359474])"
961,"array([-2.41118464, -9.76947701])"
962,"array([-2.64527605, -9.34891656])"
963,"array([-3.29835299, -8.71321431])"
964,"array([-1.87733148, -8.46022245])"
965,"array([ -3.22712221, -10.10836125])"
966,"array([-1.10350569, -8.99995694])"
967,"array([-2.51299343, -9.045175  ])"
968,"array([11.77208719, -6.56436717])"
969,"array([11.71554319, -6.41346588])"
970,"array([-2.41322484, -9.3494531 ])"
971,"array([-1.95023879, -9.89569983])"
972,"array([-2.75560076, -9.16409833])"
973,"array([-2.22604994, -8.44345532])"
974,"array([-2.44401781, -8.33112964])"
975,"array([-2.46276217, -9.07113035])"
976,"array([-2.90212108, -8.13468734])"
977,"array([-2.78980872, -8.4587007 ])"
978,"array([-0.56903275, -8.71359701])"
979,"array([-1.48350403, -9.06980534])"
980,"array([-2.73125517, -8.76100087])"
981,"array([-3.08258719, -9.18749206])"
982,"array([-2.33914302, -9.0083458 ])"
983,"array([-3.01235975, -9.58609877])"
984,"array([ 0.19764676, -7.9887774 ])"
985,"array([-0.64805178, -8.2427427 ])"
986,"array([-2.7141843 , -8.20976298])"
987,"array([-2.76667901, -9.48139097])"
988,"array([-2.21189793, -8.84226278])"
989,"array([ -2.90904066, -10.03702896])"
990,"array([-1.64313422, -8.2323601 ])"
991,"array([-1.92074075, -8.73454774])"
992,"array([-1.79069336, -8.2265529 ])"
993,"array([ -2.97433327, -10.10164121])"
994,"array([-2.84522487, -9.45785242])"
995,"array([-1.54052263, -9.38677989])"
996,"array([-2.75081949, -8.28841175])"
997,"array([-2.18046448, -9.75203425])"
998,"array([-1.85609994, -8.62120394])"
999,"array([-2.80593013, -9.66407485])"
1000,"array([ -3.86228587, -10.42992932])"
1001,"array([-1.47038008, -8.16817285])"
1002,"array([-1.6162979 , -8.29529157])"
1003,"array([-1.41057541, -8.7277538 ])"
1004,"array([-2.38589769, -9.12167521])"
1005,"array([ -1.8776233 , -10.40380567])"
1006,"array([-2.32650089, -8.50788733])"
1007,"array([-2.18389464, -8.4307142 ])"
1008,"array([-2.89126948, -8.0772372 ])"
1009,"array([ -0.28382576, -11.39676935])"
1010,"array([ -0.77483256, -10.87518394])"
1011,"array([-1.96703352, -9.18529853])"
1012,"array([-2.44604226, -9.12157629])"
1013,"array([-1.29871778, -9.12310775])"
1014,"array([-2.25794127, -9.66766949])"
1015,"array([-2.5330828 , -9.13942593])"
1016,"array([-1.64481452, -9.45046171])"
1017,"array([-1.73144277, -8.13827704])"
1018,"array([ -1.46214493, -10.30961959])"
1019,"array([-1.80653939, -9.73798182])"
1020,"array([-2.03499838, -8.34506769])"
1021,"array([-1.4255692 , -9.24911156])"
1022,"array([-1.42301174, -9.10596954])"
1023,"array([-1.88086852, -8.01567924])"
1024,"array([-2.55268117, -8.65692213])"
1025,"array([-2.34688312, -8.31783507])"
1026,"array([-2.48656552, -8.86360767])"
1027,"array([-1.64394032, -9.00405219])"
1028,"array([-1.68426913, -9.05337272])"
1029,"array([-1.72071383, -9.17776995])"
1030,"array([-1.82834606, -8.76816264])"
1031,"array([-2.24820963, -8.42760169])"
1032,"array([-2.64797609, -8.35168811])"
1033,"array([-3.11860235, -7.7460634 ])"
1034,"array([-2.25040312, -8.64695704])"
1035,"array([-2.76850986, -8.09574368])"
1036,"array([-0.88172834, -9.61897144])"
1037,"array([ -0.95163734, -10.09386687])"
1038,"array([-2.26777595, -9.43795247])"
1039,"array([-1.99846742, -9.71971863])"
1040,"array([-2.15505935, -9.61590607])"
1041,"array([-1.8163633, -9.6606515])"
1042,"array([ -1.40143488, -10.40819957])"
1043,"array([-2.1120813 , -9.42102985])"
1044,"array([ -1.52596251, -10.00634893])"
1045,"array([-2.07250614, -9.68366806])"
1046,"array([-1.94570886, -9.83307082])"
1047,"array([-1.17658836, -8.18528449])"
1048,"array([-1.78258427, -8.29438302])"
1049,"array([-1.29742554, -8.78861421])"
1050,"array([-1.67371115, -8.54711941])"
1051,"array([-2.22847165, -9.51386994])"
1052,"array([-2.09165684, -9.33861874])"
1053,"array([-1.96131379, -9.00396111])"
1054,"array([-2.24666034, -9.35595119])"
1055,"array([-1.98558331, -8.82191908])"
1056,"array([-2.11133337, -8.88945554])"
1057,"array([-1.38352045, -9.01261207])"
1058,"array([-1.31972608, -8.41147699])"
1059,"array([-1.05355512, -8.74669749])"
1060,"array([-1.56781796, -9.1166424 ])"
1061,"array([-1.98965869, -9.6407834 ])"
1062,"array([-1.96886773, -9.61083572])"
1063,"array([-1.92701697, -9.33568407])"
1064,"array([-2.42725682, -9.28564497])"
1065,"array([-2.36511315, -8.42304004])"
1066,"array([-1.92924731, -9.97918566])"
1067,"array([ -1.46724247, -10.55892415])"
1068,"array([ -1.86002623, -10.2542322 ])"
1069,"array([-2.21419439, -9.38128121])"
1070,"array([-2.33118306, -8.61136461])"
1071,"array([-2.53898175, -9.54574579])"
1072,"array([-2.05941051, -8.3135532 ])"
1073,"array([-1.36580943, -9.1219414 ])"
1074,"array([-1.11428309, -9.33414568])"
1075,"array([-1.28296312, -9.06367045])"
1076,"array([-1.21247561, -9.02987957])"
1077,"array([ -0.83655677, -10.68083825])"
1078,"array([-1.57259   , -9.97874475])"
1079,"array([-2.43329498, -9.0315278 ])"
1080,"array([-2.37216392, -8.24939286])"
1081,"array([-2.74111734, -8.66306638])"
1082,"array([-2.72858339, -7.84610174])"
1083,"array([-3.39818066, -6.87035257])"
1084,"array([-1.89787603, -9.48435099])"
1085,"array([-1.76558575, -9.06797789])"
1086,"array([-2.18371892, -9.25454886])"
1087,"array([-2.34713077, -8.40603791])"
1088,"array([-1.26858284, -8.91772035])"
1089,"array([-1.72323684, -8.92773903])"
1090,"array([-1.73308028, -9.85363666])"
1091,"array([-2.06145169, -9.80131786])"
1092,"array([-1.74092514, -8.2857208 ])"
1093,"array([ -1.6419737 , -10.29716921])"
1094,"array([-2.40208125, -9.31855782])"
1095,"array([ -1.21179392, -10.13170042])"
1096,"array([-1.5385764 , -8.69967506])"
